document_id,clean_text,sentiment
177,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
178,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
179,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
180,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
181,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
182,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
183,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
184,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
185,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
186,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
187,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
188,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
189,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
190,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
191,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
192,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
193,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
194,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
195,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
196,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
197,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
198,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
199,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
200,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
201,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
202,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
203,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
204,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
205,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
206,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
207,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
208,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
209,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
210,"As other reviews have stated, how this is shipped is an issue. The book is shrink wrapped in plastic and then placed in a box with brown packing paper, which does not provide any protection for the corners of the book since the book is able to slide around in the box. That being said, the damage is minimal. Looks more like it's slightly worn outside of the one crinkled corner. The inside of the book is stunningly beautiful: no complaints about it at all.",Neutral
211,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
212,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
213,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
214,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
215,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
216,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
217,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
218,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
219,"As other reviews have stated, how this is shipped is an issue. The book is shrink wrapped in plastic and then placed in a box with brown packing paper, which does not provide any protection for the corners of the book since the book is able to slide around in the box. That being said, the damage is minimal. Looks more like it's slightly worn outside of the one crinkled corner. The inside of the book is stunningly beautiful: no complaints about it at all.",Neutral
220,"This is the 3rd one I've bought in the series and they do not disappoint.  The illustrations and pop ups are so adorable, it's making reading them for the 2nd time even more exciting….if you are on the fence about getting these books, you WILL LOVE THEM!",positive
221,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
222,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
223,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
224,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
225,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
226,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
227,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
228,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
229,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
230,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
231,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
232,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
233,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
234,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
235,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
236,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
237,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
238,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
239,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
240,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
241,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
242,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
243,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
244,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
245,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
246,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
247,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
248,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
249,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
250,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
251,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
252,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
253,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
254,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
255,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
256,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
257,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
258,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
259,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
260,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
261,"The Mina Lima designs are absolutely stunning! This book is by far my absolute favorite! The artwork and the attention to detail, and all of the graphic design throughout this book is amazing! From the exterior cover to all of the small little details inside this is definitely want to have your collection",positive
262,"Gorgeous book with high quality, vibrantly printed pages and fun pop-out elements for an immersive experience. I've been waiting almost a year for this to come out and it did not disappoint!! I collect Harry Potter books, and I’m proud to add this to my library ❤️",positive
263,"Like the first two, this book is wonderfully done. I love that, in addition to the interactive inserts, each page has at least ornamental decorations, and most pages even have a painting on it. Also the pages are not stark white, but have a little bit of an aged feeling to them. I find all the books very pleasing in their presentation to the reader.",positive
264,"I've been impatiently waiting for the release of this book and it's well worth the wait! Every page is so beautiful whether it's small edge details on a page, a full page illustration, or one of multiple pop-up pages. it's hard to pick a favorite part but the casting of the patronus by the lake is possibly my favorite page so far closely followed the boggart in the wardrobe.",positive
265,"As other reviews have stated, how this is shipped is an issue. The book is shrink wrapped in plastic and then placed in a box with brown packing paper, which does not provide any protection for the corners of the book since the book is able to slide around in the box. That being said, the damage is minimal. Looks more like it's slightly worn outside of the one crinkled corner. The inside of the book is stunningly beautiful: no complaints about it at all.",Neutral
266,"Minalima's interactive papercraft is always beautiful, but the Grim being uncovered in the teacup and the moving footsteps on the Marauder's map were absolutely brilliant creative details.  My photo is of the ""Monster's Book of Monsters"" but my favorite details were actually the seasonal detailed edges for Halloween and Christmas.  I already have the original HP books in hardcover, kindle, audible, and the first five art books done by Jim Kay and I still HAVE to buy these MinaLima versions because they are magical.  They remind me of the original images at the start of each chapter and encapsulate the way I imagined the Wizarding World to be before the movies and the other art that came out later.  Absolutely stunning addition to my shelf and I am already looking forward to the next one.  This will be used primarily by an adult but I have let children (9-13) read and use my MinaLima versions and have never had an issue.  They are careful children though, who take care of things.",positive
267,I'm a happy camper such beautiful well thought out and pull outs and photos lots of work and thought went into these books! I bought all three for my granddaughter and I'm struggling to not give them to her before Christmas! She's thirty five and will buy for geat grandchildren also! I wouldn't want to give under twelve  even though pages are studry! To easy to tear and bend! Love love love!,positive
268,Another wonderfully illustrated pop-up book by MinaLima.  I was so happy with the first two books and got this 3rd one on my birthday.  What a grand treat.  Hats off to them for their beautiful and creativity imaginative illustrations.Book arrived shrink wrapped and in excellent condition.  Definitely a must have for Harry Potter fans and book collectors.,positive
269,I always look forward to these books coming out and was so happy to get mine right on time with my pre-order. The illustrations and features throughout the book are so amazing! I buy these books for myself because I love HP - but these versions definitely take your reading experience to a new level and I am excited to read these with my kids so they can enjoy all the fun illustrations and pop ups while we read.,positive
